creator,url,odds_top,best_strength,confirmations,distributors,best_outlier,best_reach,best_channel,best_channel_subs,best_title,evidence,peak_outlier_any,peak_reach_any,last_seen
DomashMaster,https://www.youtube.com/@DomashMaster,0.4496,0.45,0,1,8.1,2600,The Makers HD,4740,Building a Budget Frame House in Just 7 Days! (Step-by-Step Process) @DomashMaster,débil,8.1,2600,2026-06-23
Bushcraft__Karina,https://www.youtube.com/@Bushcraft__Karina,0.4447,0.445,0,2,1.2,2392,Clean & Restore Tech,3380,Alone in the Wild: A Girl Builds Her Own Forest House | By @Bushcraft__Karina,débil,1.2,4841,2026-02-24
VannySoloSurvival,https://www.youtube.com/@VannySoloSurvival,0.4437,0.444,0,1,1.0,232957,Betelhem Tech,28000,Surviving on a Raft in Heavy Rain — A Man and a Dog in the Water 🌧️🐕🌊 | By @VannySoloSurvival,débil,1.0,232957,2026-06-12
TheLodgeGuys,https://www.youtube.com/@TheLodgeGuys,0.4404,0.44,0,1,0.9,28623,Lord Gizmo,505000,From Empty Van to Luxury Motorhome | Start To Finish @TheLodgeGuys,débil,0.9,28623,2026-08-09
CyprienAdventures,https://www.youtube.com/@CyprienAdventures,0.4404,0.44,0,3,0.9,19921,MrDuck104,406000,Building Little Hobbit Hole...(@CyprienAdventures),media,0.9,19921,2026-03-14
EricLeCarreleur,https://www.youtube.com/@EricLeCarreleur,0.4388,0.439,0,3,3.7,2244,HITECH,208,He built a swimming pool in his backyard.|from beginning to end @Ericlecarreleur,media,3.7,799622,2026-05-27
theturkishviking-bushcraft,https://www.youtube.com/@theturkishviking-bushcraft,0.4382,0.438,0,1,1.1,2236,Clean & Restore Tech,3380,Solo Bushcraft Build: A Warm Treehouse After 365 Days | By @theturkishviking-bushcraft,débil,1.1,2236,2026-02-12
muhammadali77,https://www.youtube.com/@muhammadali77,0.4377,0.438,0,1,1.0,2215,Techno Fusion HD,53100,Rusty Scrap Bus Becomes a Million-Dollar Coach | Start to Finish ( by @muhammadali77 ),débil,1.0,2215,2025-09-16
PralisBushcraft,https://www.youtube.com/@PralisBushcraft,0.4371,0.437,0,1,0.9,224991,Epic Timeline,35300,Surviving the Harsh Winter  Tree-Root Shelter & Ice Fishing  By @PralisBushcraft,débil,0.9,224991,2026-08-08
BuildingVanLife,https://www.youtube.com/@BuildingVanLife,0.4341,0.434,0,2,0.9,27969,Lord Gizmo,505000,DIY Camper Van Conversion - Entire Build | Start To Finish by @BuildingVanLife,débil,0.9,27969,2026-06-03
VictorDustin,https://www.youtube.com/@VictorDustin,0.4341,0.434,0,1,0.9,21603,Vertigar Bushcraft,5170,Part 2 - The Failed Hunting Trip - A story of survival in an abandoned house | By @VictorDustin,débil,0.9,21603,2026-04-29
Grovehide_Builds,https://www.youtube.com/@Grovehide_Builds,0.4341,0.434,0,1,0.9,4034,Crafted Horizon,226,Racing the Snow to Build an Off-Grid Winter Cabin | Start To Finish by @Grovehide_Builds,débil,0.9,4034,2026-07-28
crazybushcraft,https://www.youtube.com/@crazybushcraft,0.4251,0.425,0,4,23.6,1892,BI HD,7,Man spent 2 days building a treehouse shelter in a snow-covered forest.@crazybushcraft,media,23.6,7734,2026-05-07
YASUHIROTV,https://www.youtube.com/@YASUHIROTV,0.4249,0.425,0,1,0.9,3303,Namtum Makers,1060,10 Japanese Circular Saw Hacks That Feel ILLEGAL to Know 😱|Genius Woodworking Tricks @YASUHIROTV,débil,0.9,3303,2026-05-17
bushcraftr,https://www.youtube.com/@bushcraftr,0.4183,0.418,0,2,0.9,209451,Epic Timeline,35300,Trapped in a Deadly Blizzard  Building a Shelter to Survive | By  @bushcraftr  ​,débil,0.9,209451,2026-08-05
LýPhúcNhi,https://www.youtube.com/@LýPhúcNhi,0.4183,0.418,0,1,0.9,8861,Quantum Build Studio,18400,Woman Builds a Stunning Luxury Villa by the Lake from Scratch in Just 180 Days | by ‪@LýPhúcNhi ‬,débil,0.9,8861,2025-12-20
GreasyFingers,https://www.youtube.com/@GreasyFingers,0.4183,0.418,0,1,0.9,5842,Smart Fox,85100,Man Restores an Old Classic Cars | Full Timelapse Step by Step form @GreasyFingers,débil,0.9,5842,2026-07-26
EveryotherKarl,https://www.youtube.com/@EveryotherKarl,0.417,0.417,0,2,1.4,1797,Rebuilding HD,2420,Man Builds the Cheapest Shed in His Backyard in Just 10 Days | Full Build | by @EveryotherKarl,débil,1.4,1797,2026-07-07
TAOutdoors,https://www.youtube.com/@TAOutdoors,0.4145,0.415,0,3,0.9,18161,MrDuck104,406000,Building House Out in the Woods...(@TAOutdoors),media,0.9,18161,2025-02-13
ĐiềnTiểuCaFarm86,https://www.youtube.com/@ĐiềnTiểuCaFarm86,0.4121,0.412,0,1,20.8,1686,Hidden Cabin ,48,She Built a Cozy Hut on a Tree – A Dream in Nature@ĐiềnTiểuCaFarm86,débil,20.8,1686,2026-01-20
ThanhBoat,https://www.youtube.com/@ThanhBoat,0.4105,0.41,0,1,2.1,1655,DIY UNIQUE CREATIONS,119,THIS WATERPROOF SUKHOI 35 MODEL is a GAME CHANGER ! From Start to Finish by   @ThanhBoat,débil,2.1,1655,2024-12-24
anvswild,https://www.youtube.com/@anvswild,0.4094,0.409,0,3,2.1,1619,DIY UNIQUE CREATIONS,119,Building a Survival House in a GIANT Mushroom! | finished by @anvswild,media,2.1,6726,2026-08-04
stephandmicah,https://www.youtube.com/@stephandmicah,0.4069,0.407,0,3,0.8,11048,TTI Build Stories ,1800000,Ambulance To LUXURIOUS Tiny House CONVERSION ! ( Start-to-Finish By @stephandmicah  ),media,0.8,349924,2026-08-06
JapaneseGardenTV,https://www.youtube.com/@JapaneseGardenTV,0.4069,0.407,0,1,0.8,11042,TTI Build Stories ,1800000,Men Built MILLION DOLLAR Garden in 1 Month ! ( Start to Finish by @JapaneseGardenTV ),débil,0.8,11042,2026-05-10
Fitiman,https://www.youtube.com/@Fitiman,0.4069,0.407,0,1,0.8,5645,Smart Fox,85100,Man Renovates an Old Stone House | Full Timelapse from Start to Finish by @Fitiman ​,débil,0.8,5645,2026-02-16
Cartech-i9y,https://www.youtube.com/@Cartech-i9y,0.3996,0.4,0,1,1.8,1407,DIY UNIQUE CREATIONS,119,The Surprising Truth About Walking Robots Nobody Tells You | by @Cartech-i9y  #diycreation #homemade,débil,1.8,1407,2025-01-16
HalfassKustoms,https://www.youtube.com/@HalfassKustoms,0.3987,0.399,0,3,4.8,1406,Explore Creators ,218,"Restoring the 1949 GMC Roadster pickup race car from the scrapyard with 5,000 USD | @HalfassKustoms",media,5.9,17023,2026-06-07
andriibushcraft34,https://www.youtube.com/@andriibushcraft34,0.3979,0.398,0,1,4.1,1389,Buildra,720,Man Builds a Forest Dugout With Fireplace | Start to Finish by @andriibushcraft34,débil,4.1,1389,2025-08-29
user-Vozrozhdenie,https://www.youtube.com/@user-Vozrozhdenie,0.3933,0.393,0,2,0.8,656603,AKLA GELEN,1090000,Woman Turned Styrofoam Into a HOUSE | Start to Finish by @user-Vozrozhdenie,débil,1.1,656603,2025-10-18
SavingSweetWilliam,https://www.youtube.com/@SavingSweetWilliam,0.3933,0.393,0,1,0.8,5429,Smart Fox,85100,A Couple Renovate a Greek House | From Start to Finish | Timelaps by @SavingSweetWilliam,débil,0.8,5429,2026-01-30
One.woman.wilderness,https://www.youtube.com/@One.woman.wilderness,0.3933,0.393,0,1,0.8,5404,Smart Fox,85100,Woman renovates a Cabin in the Woods | Timelapse from Start to Finish by @One.woman.wilderness,débil,0.8,5404,2026-08-02
Le_Dan,https://www.youtube.com/@Le_Dan,0.3925,0.392,0,1,1.7,1281,DIY UNIQUE CREATIONS,119,Building a One-of-a-Kind Chopper: From Single-Cylinder to W3 Engine Masterpiece | made by @Le_Dan,débil,1.7,1281,2025-01-22
MoonCamping2005,https://www.youtube.com/@MoonCamping2005,0.3903,0.39,0,1,1.0,1269,SwiftBuild,4010,Full 7 Days Building secret survival shelter Start to finish by @MoonCamping2005,débil,1.0,1269,2025-02-05
Advoko,https://www.youtube.com/@Advoko,0.3892,0.389,0,3,5.1,1250,Q Makers,74,He Built a WATERWHEEL That Powers His ENTIRE Log Cabin Off-Grid @Advoko​,media,5.1,1250,2026-06-18
my-good-friends,https://www.youtube.com/@my-good-friends,0.3841,0.384,0,1,0.8,8733,Crafted Foundations,241,Solo Building an Off-Grid Cabin from Dirt to Solar | Start To Finish by @my-good-friends,débil,0.8,8733,2026-08-03
RuralCraftsmanship,https://www.youtube.com/@RuralCraftsmanship,0.3841,0.384,0,2,0.8,3359,Crafted Horizon,226,1 Day Timber Frame Build: Empty Slab to Full Roof | by @RuralCraftsmanship,débil,0.8,3359,2026-08-06
petualangsumatera-ul5ml,https://www.youtube.com/@petualangsumatera-ul5ml,0.3832,0.383,0,2,2.4,1134,Maexology,1970,Man Builds Treehouse Using Bamboos in the Forest | Start to Finish by @petualangsumatera-ul5ml,débil,2.4,357595,2025-11-21
Solo.BushcraftTV,https://www.youtube.com/@Solo.BushcraftTV,0.3775,0.378,0,2,0.8,3266,Professional Skills,12900,30 Days Building a Stone & Wood Survival Shelter with Outdoor Cooking | @Solo.BushcraftTV,débil,0.8,3266,2026-08-02
SurvivalBuilder,https://www.youtube.com/@SurvivalBuilder,0.3775,0.378,0,1,3.3,1072,The Makers HD,4740,Full Time-lapse: Building a Massive 18.5m Jungle Tree House & Private Pools! @SurvivalBuilder​,débil,3.3,1072,2026-03-06
WildAngelBushcraft,https://www.youtube.com/@WildAngelBushcraft,0.374,0.374,0,1,0.7,4957,Smart Fox,85100,A Girl Builds a Shelter in the Woods | Full Timelapse from Start to Finish by @WildAngelBushcraft,débil,0.7,4957,2026-03-31
alex_wildlife,https://www.youtube.com/@alex_wildlife,0.3723,0.372,0,3,0.8,1015,SwiftBuild,4010,Man builds Underground Forest Cabin Made With NATURAL Logs start to finish by @alex_wildlife,media,0.8,9504,2026-07-30
PLAHOUSE-CONTAINER,https://www.youtube.com/@PLAHOUSE-CONTAINER,0.3702,0.37,0,1,0.7,752840,TechFreeze,3220000,Man Builds Dream Container House with Terrace | Start to Finish by @PLAHOUSE-CONTAINER,débil,0.7,752840,2025-03-27
MasonDixonAcres,https://www.youtube.com/@MasonDixonAcres,0.3702,0.37,0,2,0.7,164277,World Build,36500,"From Empty Land to a $450,000 Dream Home in Just 365 Days | Start to Finish by @MasonDixonAcres",débil,0.7,164277,2026-07-25
GhaderAmini-zf9ek,https://www.youtube.com/@GhaderAmini-zf9ek,0.3702,0.37,0,1,0.7,17046,Vertigar Bushcraft,5170,Escaping a  15°C Blizzard - Taking Hiding Under Rocks | By @GhaderAmini-zf9ek,débil,0.7,17046,2026-05-03
XuanFreeLife5688,https://www.youtube.com/@XuanFreeLife5688,0.3702,0.37,0,2,2.8,976,Lynsey Windon,2200,A woman is building a wooden cabin by herself in the mountains pt2 @XuanFreeLife5688,débil,2.8,976,2026-07-09
Bendheim,https://www.youtube.com/@Bendheim,0.3685,0.369,0,1,0.8,959,Rebuilding HD,2420,Inside a Shipping Container: Man Builds the Ultimate Workshop | @Bendheim,débil,0.8,959,2025-12-11
Martijn,https://www.youtube.com/@Martijn,0.3674,0.367,0,1,9.6,937,Renovation Rescue HD,1310,365 Days Turning Alpine Ruins Into Beautiful Homes | @Martijn Doolaard,débil,9.6,937,2026-06-27
gino.varisano,https://www.youtube.com/@gino.varisano,0.3666,0.367,0,2,0.7,63399,Maker World,19200,Man Builds an Amazing DIY Wood Shed in Backyard | Start to Finish @gino.varisano,débil,0.7,63399,2026-06-14
The,https://www.youtube.com/@The,0.3653,0.365,0,2,0.7,922,Rebuilding HD,2420,Man turns backyard into a luxury outdoor kitchen with pool | by @The Kelley’s Country Life,débil,71.0,922,2026-04-05
theCarMechanicXiaoWu,https://www.youtube.com/@theCarMechanicXiaoWu,0.3642,0.364,0,3,3.1,904,Explore Creators ,218,Transforming a Wrecked Car Into Like-New Condition! Full Professional Repair@theCarMechanicXiaoWu,media,3.1,1985,2026-05-07
tyap-lyap,https://www.youtube.com/@tyap-lyap,0.3617,0.362,0,1,0.7,21302,Lord Gizmo,505000,Man Totally Transforms Abandoned Garage Into His DREAM Workshop Start to Finish by @tyap-lyap,débil,0.7,21302,2026-07-08
diy8288,https://www.youtube.com/@diy8288,0.3568,0.357,0,5,0.7,1331,Construcciones Salvajes,3650,Anciano Construye Su Cabaña De Madera Desde Cero A Los 60 Años | De Principio A Fin por ⁨@diy8288⁩,media,0.7,58833,2026-06-30
Dodoan123,https://www.youtube.com/@Dodoan123,0.3547,0.355,0,3,1.0,791,DIY UNIQUE CREATIONS,119,The Journey of Building a Full-Scale Avatar Helicopter from the Future |  Made by @Dodoan123,media,2.3,791,2025-11-21
Bushcraftimprovisation,https://www.youtube.com/@Bushcraftimprovisation,0.3544,0.354,0,2,0.7,14434,MrDuck104,406000,Building a Survival Cabin In The Woods...(@Bushcraftimprovisation),débil,0.7,14434,2024-10-13
outdoorboy0,https://www.youtube.com/@outdoorboy0,0.3544,0.354,0,1,0.7,8961,TTI Build Stories ,1800000,Building a STONE Shelter Under a Giant Rock! (@outdoorboy0 ),débil,0.7,8961,2026-08-09
woodysbarndominium,https://www.youtube.com/@woodysbarndominium,0.3517,0.352,0,1,0.7,59787,Maker World,19200,Family Rebuilds a Dream Off-Grid Cabin in the Forest | Start to Finish by @woodysbarndominium,débil,0.7,59787,2026-06-10
darryldarks,https://www.youtube.com/@darryldarks,0.3517,0.352,0,2,0.7,15769,WildCraft Builds,16000,DIY A-Frame Cabin Build: From Foundation to Finish | Full Construction Journey @darryldarks,débil,0.7,15769,2026-07-29
WargehBushcraft,https://www.youtube.com/@WargehBushcraft,0.3508,0.351,0,1,2.6,754,Explore Creators ,218,"Building a Shelter in a Dangerous Storm – Solo Forest Camping, Survival | @WargehBushcraft",débil,2.6,754,2025-11-19
La_Minh_Ngoc,https://www.youtube.com/@La_Minh_Ngoc,0.3508,0.351,0,1,1.0,754,DIY UNIQUE CREATIONS,119,Beautiful Girl Builds STUNNING Bamboo Roof in 1 Hour! | @La_Minh_Ngoc,débil,1.0,754,2025-01-04
MADDETAILING,https://www.youtube.com/@MADDETAILING,0.3443,0.344,0,1,0.7,1324,Clean & Restore Tech,3380,Restoring An Abandoned Boat After 10 Years To Like-New Condition | By @MADDETAILING,débil,0.7,1324,2026-01-30
CreativeScienceOfficial,https://www.youtube.com/@CreativeScienceOfficial,0.3419,0.342,0,1,0.9,665,DIY UNIQUE CREATIONS,119,MIND-BLOWING SELF-BALANCED VEHICLE Secrets Revealed | by@CreativeScienceOfficial,débil,0.9,665,2025-01-16
WoodworkingProjectsDIY,https://www.youtube.com/@WoodworkingProjectsDIY,0.3405,0.341,0,2,1.3,658,Vietnamese farmers 88,301,Man builds motorbike out of wood / Invent and execute from start to finish @WoodworkingProjectsDIY,débil,1.3,658,2025-01-03
Ishkinin_Outdoors,https://www.youtube.com/@Ishkinin_Outdoors,0.3397,0.34,0,1,0.7,4320,Smart Fox,85100,A Man Builds a Shelter in the Woods | Timelaps by @Ishkinin_Outdoors,débil,0.7,4320,2025-11-10
Bushcraft.en.Solitario,https://www.youtube.com/@Bushcraft.en.Solitario,0.3391,0.339,0,1,2.7,651,Q Makers,74,He Built a Secret Underground Bunker No One Can Find @Bushcraft.en.Solitario,débil,2.7,651,2026-07-13
Wild_Case,https://www.youtube.com/@Wild_Case,0.337,0.337,0,1,0.8,637,DIY UNIQUE CREATIONS,119,HOW TO MAKE A BAMBOO BOW FOR ACCURATE SHOOTING | by@Wild_Case,débil,0.8,637,2025-01-14
DiscoverManufacturing,https://www.youtube.com/@DiscoverManufacturing,0.3353,0.335,0,1,0.6,659199,TechFreeze,3220000,Men Build Full-Size Wooden Ships from Raw Logs | Start to Finish by  @DiscoverManufacturing,débil,0.6,659199,2026-02-22
rcactionhomemade,https://www.youtube.com/@rcactionhomemade,0.3353,0.335,0,2,0.6,630380,Makerium,320000,"Man Builds a $20,000 Mini Tank That Shoots Like a REAL Tank | Full Build by @rcactionhomemade",débil,0.6,630380,2026-07-15
AbelandVictoria,https://www.youtube.com/@AbelandVictoria,0.3353,0.335,0,1,0.6,154827,Betelhem Tech,28000,The Worst Snowstorm — Forced to Take Shelter ❄️⚠️ | By @AbelandVictoria,débil,0.6,154827,2026-06-05
TheEnesYilmazerPodcast,https://www.youtube.com/@TheEnesYilmazerPodcast,0.3353,0.335,0,1,0.6,8298,TTI Build Stories ,1800000,The Most Luxurious House on the Mountain!  😳 Bel Air Escape { @TheEnesYilmazerPodcast   },débil,0.6,8298,2026-07-13
HomeBuiltByJeff,https://www.youtube.com/@HomeBuiltByJeff,0.3345,0.335,0,2,0.8,611,10 Royal Tech,24700,Man Builds a FERRARI From an Abandoned CLASSIC| Start to Finish by @HomeBuiltByJeff,débil,1.2,611,2026-06-21
VermijlCarDetail,https://www.youtube.com/@VermijlCarDetail,0.3337,0.334,0,1,10.7,600,FixNation,1100,Legendary Wash for a 1985 Mercedes-Benz! @VermijlCarDetail,débil,10.7,600,2025-07-05
UlilEbell,https://www.youtube.com/@UlilEbell,0.3329,0.333,0,2,0.6,6386,Quantum Build Studio,18400,Man Builds TWO-STORY Bamboo Cabin in the Jungle in JUST 2 Days | Start to Finish by @UlilEbell,débil,0.6,6386,2026-03-09
RV-19,https://www.youtube.com/@RV-19,0.3321,0.332,0,2,15.7,582,RV-88,496,What Happens When You Restart a 1944 Dodge After 10 Years?By@RV-19,débil,15.7,582,2026-04-28
TheLastSurvivor-7,https://www.youtube.com/@TheLastSurvivor-7,0.3315,0.332,0,1,1.7,579,Buildra,720,Man builds a Dugout With Fireplace inside on a Cliff | Survival Shelter by @TheLastSurvivor-7​,débil,1.7,579,2025-08-29
Flame-Frame-VN,https://www.youtube.com/@Flame-Frame-VN,0.3307,0.331,0,1,10.3,577,FixNation,1100,Insane Restoration of a 1994 Daewoo Cielo 🔧 | @Flame-Frame-VN,débil,10.3,577,2025-07-14
RobsCarpentryAndWoodworks,https://www.youtube.com/@RobsCarpentryAndWoodworks,0.3285,0.329,0,2,0.6,509340,AKLA GELEN,1090000,"Man Renovates Old Shelter, Turns It Into Cozy Cabin | Start to Finish by @RobsCarpentryAndWoodworks",débil,0.6,509340,2026-05-23
volodhendrix,https://www.youtube.com/@volodhendrix,0.3285,0.329,0,1,0.6,4147,Smart Fox,85100,Incredible House Built Start to Finish | Timelapse by  @volodhendrix,débil,0.6,4147,2025-11-25
WisdomPreserved,https://www.youtube.com/@WisdomPreserved,0.3285,0.329,0,1,0.6,4143,Smart Fox,85100,A Woman Builds a Unique Window Greenhouse | Timelapse From Start to Finish by @WisdomPreserved​,débil,0.6,4143,2026-01-18
AxesGarage,https://www.youtube.com/@AxesGarage,0.3285,0.329,0,1,0.6,1428,Techno Fusion HD,53100,From Scrap to Supercar: The 1 Million Dollar Homemade Bugatti! (By @AxesGarage ),débil,0.6,1428,2025-11-02
Satisfyingtech116,https://www.youtube.com/@Satisfyingtech116,0.3255,0.326,0,1,0.7,530,DIY UNIQUE CREATIONS,119,Beautiful BAMBOO Birdcage Designs You Never Knew Existed | by@Satisfyingtech116,débil,0.7,530,2025-01-21
khampha-sangtao,https://www.youtube.com/@khampha-sangtao,0.3239,0.324,0,1,0.7,511,DIY UNIQUE CREATIONS,119,Make A Repair Tool Cabinet  | By@khampha-sangtao #homemade  #diycreation,débil,0.7,511,2024-12-27
OzarkGuy,https://www.youtube.com/@OzarkGuy,0.3231,0.323,0,1,0.6,147292,Betelhem Tech,28000,Part 2 - Spending the Night in an Abandoned Camper Truck in the Middle of the Forest |By@OzarkGuy,débil,0.6,147292,2026-06-12
MattJordanWoodturning,https://www.youtube.com/@MattJordanWoodturning,0.3163,0.316,0,1,0.6,639,H2 EcoTech,183,The Secret Art of Woodturning @MattJordanWoodturning #shorts,débil,0.6,639,2025-02-28
Hoa-Mechanical,https://www.youtube.com/@Hoa-Mechanical,0.313,0.313,0,1,1.7,415,Q Makers,74,She Turned a Rusted Abandoned Bus Into a Stunning Cafe on Wheels | by @Hoa-Mechanical,débil,1.7,415,2026-07-02
MutlulukDogada,https://www.youtube.com/@MutlulukDogada,0.3122,0.312,0,1,0.6,137584,Epic Timeline,35300,Life in a Stone House Beneath Thick Snow | By @MutlulukDogada,débil,0.6,137584,2026-08-10
Restavraciya,https://www.youtube.com/@Restavraciya,0.3092,0.309,0,2,7.0,395,FixNation,1100,🎯 Old Weapon Transformed into a Fiery Masterpiece! 🔥 | @Restavraciya,débil,7.0,395,2026-02-19
arman_bushcraft,https://www.youtube.com/@arman_bushcraft,0.3087,0.309,0,1,0.6,13258,Vertigar Bushcraft,5170,Right Beneath This Ground – There's a Place No One Expects | By @arman_bushcraft,débil,0.6,13258,2026-05-04
WorkshopFromScratch,https://www.youtube.com/@WorkshopFromScratch,0.3087,0.309,0,1,0.8,391,Vietnamese farmers 88,301,Homemade 4-wheel off-road motorbike / Invent and execute from start to finish @WorkshopFromScratch,débil,0.8,391,2024-09-22
divanstroy,https://www.youtube.com/@divanstroy,0.3059,0.306,0,2,1.2,379,The Makers HD,4740,Man Builds Incredible Wood Cabin from Scratch | Start to Finish Full Build.  @divanstroy​,débil,1.2,379,2026-05-11
MakeitExtreme,https://www.youtube.com/@MakeitExtreme,0.3054,0.305,0,1,0.7,378,Vietnamese farmers 88,301,How he made a one-wheeled off-road vehicle/ Invent and execute from start to finish  @MakeitExtreme,débil,0.7,378,2024-09-22
Mustaqim,https://www.youtube.com/@Mustaqim,0.3038,0.304,0,1,3.7,365,Renovation Rescue HD,1310,A Man Turns a Giant Water Tank Into an Unsinkable@Mustaqim Muhammad Hatta,débil,3.7,365,2026-05-27
HKoutdoors76,https://www.youtube.com/@HKoutdoors76,0.3032,0.303,0,1,1.2,364,Explore Creators ,218,Bushcraft Tent Made from Scrap Tires Perfect Construction Process in the Wilderness @HKoutdoors76⁩,débil,1.2,364,2025-11-25
primitivetechnology9550,https://www.youtube.com/@primitivetechnology9550,0.3019,0.302,0,1,0.6,352660,TK Maker,25100,Water-Powered Blacksmith's Blower — Turning Streams into Power 🔧💧🔥  By @primitivetechnology9550,débil,0.6,352660,2026-07-07
Koss-channel,https://www.youtube.com/@Koss-channel,0.3019,0.302,0,2,0.6,7149,MrDuck112,31200,Making Japanese Blade From Rusty File...(@Koss-channel),débil,0.6,9413,2024-10-17
lifeinruralthailand,https://www.youtube.com/@lifeinruralthailand,0.3019,0.302,0,1,0.6,3678,Smart Fox,85100,A Man Builds a Frame House | From Start to Finish by @lifeinruralthailand,débil,0.6,3678,2025-11-05
AmbitionStrikes,https://www.youtube.com/@AmbitionStrikes,0.3019,0.302,0,1,0.6,2011,Namtum Makers,1060,Couple Builds an Amazing Tiny Home From Shipping Containers  | Start to Finish @AmbitionStrikes,débil,0.6,2011,2026-05-20
RescueStory,https://www.youtube.com/@RescueStory,0.3019,0.302,0,2,0.6,1271,Techno Fusion HD,53100,61 Years old Abandoned Motorcycle Back to Life (by @RescueStory ) ASMR Restoration ,débil,0.6,1271,2025-12-27
TheDetailGeek,https://www.youtube.com/@TheDetailGeek,0.2983,0.298,0,1,6.2,349,FixNation,1100,Insane Wash of Two Mud-Covered Cars! 😱🚗 | @TheDetailGeek,débil,6.2,349,2025-07-02
CraftCreative-444,https://www.youtube.com/@CraftCreative-444,0.2978,0.298,0,1,0.7,344,Vietnamese farmers 88,301,Invention of wooden cars / Invent and execute from start to finish @CraftCreative-444,débil,0.7,344,2024-09-20
ShopNation,https://www.youtube.com/@ShopNation,0.2972,0.297,0,1,0.5,686,Rebuilding HD,2420,"A Man Transforms His Backyard into an Amazing Shed for $17,000 | From Start to Finish @ShopNation",débil,0.5,686,2025-12-20
kbmorozov,https://www.youtube.com/@kbmorozov,0.294,0.294,0,1,0.5,524614,Makerium,320000,"Man Builds $12,000 Strongest RC Tractor with Hydraulic Mechanisms | Start to Finish by @kbmorozov​",débil,0.5,524614,2026-02-14
WildSoloSurvival,https://www.youtube.com/@WildSoloSurvival,0.2904,0.29,0,1,1.0,313,The Makers HD,4740,"""The Ultimate Treehouse Masterpiece: 166 Days of Solo Crafting (TIMELAPSE)"" @WildSoloSurvival",débil,1.0,313,2026-03-20
electricsupercar,https://www.youtube.com/@electricsupercar,0.2882,0.288,0,1,0.5,15482,Lord Gizmo,505000,Man Builds a REAL Electric Supercar in His Garage | Start To Finish by @electricsupercar,débil,0.5,15482,2026-05-18
PrimitiveSkillsnet,https://www.youtube.com/@PrimitiveSkillsnet,0.2882,0.288,0,2,0.5,411,Renov Master,2110,Building a Timber Frame House With ZERO Power Tools @PrimitiveSkillsnet,débil,0.5,20302,2026-07-05
LizziCamp97,https://www.youtube.com/@LizziCamp97,0.2836,0.284,0,1,0.5,6485,TTI Build Stories ,1800000,Man Built a Secret Survival Shelter Under a Giant Rock !!! 😳 (By @LizziCamp97 ‬ ),débil,0.5,6485,2026-07-18
GrumpyToadCreation,https://www.youtube.com/@GrumpyToadCreation,0.2836,0.284,0,1,0.5,4084,The Builders World,1460,"Man Builds a Dream Home and Saves $500,000 Doing It Himself - Start to Finish by @GrumpyToadCreation",débil,0.5,4084,2026-07-19
HomesteadingUncontained,https://www.youtube.com/@HomesteadingUncontained,0.2836,0.284,0,1,0.5,3324,Smart Fox,85100,Man builds a greenhouse on his farm | Timelapse from Start to Finish by @HomesteadingUncontained,débil,0.5,3324,2026-06-17
TraplinesandInlines,https://www.youtube.com/@TraplinesandInlines,0.2782,0.278,0,1,0.7,231,The Makers HD,4740,Man Builds a Traditional Japanese Log Cabin | Start to Finish@TraplinesandInlines,débil,0.7,231,2026-07-18
alaskacabinadventures,https://www.youtube.com/@alaskacabinadventures,0.2774,0.277,0,2,0.5,119175,Betelhem Tech,28000,Beautiful Snowstorm — Warm Wooden House Without Grid Electricity ❄️🏡🔥  By @alaskacabinadventures,débil,1.3,119175,2026-06-17
survivalinthewild8639,https://www.youtube.com/@survivalinthewild8639,0.2774,0.277,0,1,0.5,8434,an tinh,6810,The Unlocked Cabin and the Pallet Boards | By @survivalinthewild8639,débil,0.5,8434,2026-05-21
Marshallclassic,https://www.youtube.com/@Marshallclassic,0.2774,0.277,0,3,0.5,3245,Smart Fox,85100,A Man Builds a Shelter in the Woods | Full Timelapse from Start to Finish by @Marshallclassic,media,0.5,27048,2026-08-05
European,https://www.youtube.com/@European,0.2763,0.276,0,1,2.3,224,Renovation Rescue HD,1310,We Bought a 100 Year Old Abandoned House… What Hap@European Homesteading,débil,2.3,224,2026-06-23
CHUANQIENGINE,https://www.youtube.com/@CHUANQIENGINE,0.2763,0.276,0,1,2.2,224,Making Process,19,man builds an MCU version of the Chuanqi V12 engine | from start to finish by@CHUANQIENGINE,débil,2.2,224,2026-08-06
Lautodidacte2.0,https://www.youtube.com/@Lautodidacte2.0,0.2722,0.272,0,1,0.5,113852,BRAIN TIME VT,33700,Man spent 4 years renovating his dream home | Start to Finish @Lautodidacte2.0,débil,0.5,113852,2026-04-30
ThePasturedHomestead,https://www.youtube.com/@ThePasturedHomestead,0.2722,0.272,0,1,0.5,111939,Makers TV,6110,Couple Builds a Self-Sufficient Energy Home on a 50-Acre Farm | by@ThePasturedHomestead,débil,0.5,111939,2026-08-09
WoodworkingInspiration4196,https://www.youtube.com/@WoodworkingInspiration4196,0.27,0.27,0,1,0.8,196,Q Makers,74,Old Man Builds a Giant Wooden Truck Entirely by Hand @WoodworkingInspiration4196,débil,0.8,196,2026-06-11
mattandmouse,https://www.youtube.com/@mattandmouse,0.2681,0.268,0,2,0.5,110460,Makers TV,6110,A 60-Year-Old Man Builds His Dream Log Home in the Forest | From Start to End@mattandmouse,débil,1.1,110460,2026-07-09
