creator,url,status,p_next,why,creator_subs,creator_views_per_video,qm_videos,qm_best_outlier,qm_best_views,qm_best_title,distributors,dist_best_outlier,dist_best_reach,dist_best_channel,confirmations
tarzanasian-bushcraft8299,https://www.youtube.com/@tarzanasian-bushcraft8299,probado_flojo,0.27,"ya probado, no despegó",31100,42250,1,0.09,268408,Man Builds INCREDIBLE BAMBOO SHELTERS in Dangerous Rainforest | By @tarzanasian-bushcraft8299,0,,,,0
CommeUnPingouin,https://www.youtube.com/@CommeUnPingouin,probado_flojo,0.27,"ya probado, no despegó",428000,192431,1,0.09,263386,Couple Spends 3 YEARS Building Amazing Dream House | Start to Finish Construction @CommeUnPingouin,0,,,,0
slyexpeditions6579,https://www.youtube.com/@slyexpeditions6579,probado_flojo,0.27,"ya probado, no despegó",2220,8232,1,0.08,252681,Man Builds DIY Off Road CAMPER in His GARAGE | Start to Finish by @slyexpeditions6579,0,,,,0
SuroviPlotnik,https://www.youtube.com/@SuroviPlotnik,probado_flojo,0.27,"ya probado, no despegó",392000,434781,1,0.08,246396,Man Builds DIY Wooden House from Scratch | Start to Finish by @SuroviPlotnik,0,,,,0
process1314,https://www.youtube.com/@process1314,probado_flojo,0.27,"ya probado, no despegó",150000,287669,1,0.08,237943,TOP 3 Manufacturing And Mass Production Processes In Chinese Factories | by @process1314,0,,,,0
WoodworkingInspiration4196,https://www.youtube.com/@WoodworkingInspiration4196,probado_flojo,0.27,"ya probado, no despegó",61900,43340,1,0.08,236574,From Dead Wood to Stunning Epoxy Coffee Table | @WoodworkingInspiration4196,1,0.8,196,Q Makers,0
ytmmytmm,https://www.youtube.com/@ytmmytmm,probado_flojo,0.27,"ya probado, no despegó",87100,101461,1,0.07,222147,Man Buys $3000 Mountain Villa and Renovates it Back to New in 5 Years | by @ytmmytmm,1,0.0,1763,BRAIN TIME VT,0
JoelTremblayCA,https://www.youtube.com/@JoelTremblayCA,probado_flojo,0.27,"ya probado, no despegó",22800,29659,1,0.07,219910,Man Converts Cargo TRAILER into Overland CAMPER | Start to Finish by @JoelTremblayCA,1,1.5,25,Quantam Tech HD,0
TutorialCreativo,https://www.youtube.com/@TutorialCreativo,probado_flojo,0.27,"ya probado, no despegó",414000,227264,1,0.06,190820,Man Turns Old House into his Family Dream Home | Start to Finish @TutorialCreativo,0,,,,0
LihojTopor,https://www.youtube.com/@LihojTopor,probado_flojo,0.27,"ya probado, no despegó",1260000,582913,1,0.06,179711,Man Builds Amazing Smart Table of Epoxy Resin | by @LihojTopor,0,,,,0
kosyak,https://www.youtube.com/@kosyak,probado_flojo,0.27,"ya probado, no despegó",1020000,532397,1,0.06,178941,Building DIY Small Swimming Pool Low-Cost | Easy Step by Step by @kosyak,0,,,,0
KingFood,https://www.youtube.com/@KingFood,probado_flojo,0.27,"ya probado, no despegó",1650000,686259,1,0.06,172714,Korea's Top 5 Fish Farming and Seafood Manufacturing Processes | by @KingFood,0,,,,0
jishh,https://www.youtube.com/@jishh,probado_flojo,0.27,"ya probado, no despegó",123000,63750,1,0.06,165307,Man Restores 45-Years-Old Classic Motorcycle Back to New | Start to Finish by @jishh,0,,,,0
Fillproject,https://www.youtube.com/@Fillproject,probado_flojo,0.27,"ya probado, no despegó",48900,5826145,1,0.05,162842,Building Amazing DIY CAMPERVAN in 50 Days | Start to Finish Conversion by @Fillproject,0,,,,0
Letternoon-furniture,https://www.youtube.com/@Letternoon-furniture,probado_flojo,0.27,"ya probado, no despegó",80500,22629,1,0.05,160834,Man Transforms Wooden Boards into Masterpieces | Chinese Woodworking by @Letternoon-furniture,0,,,,0
knivesproject3349,https://www.youtube.com/@knivesproject3349,probado_flojo,0.27,"ya probado, no despegó",496000,828335,1,0.05,155157,Man Turns RANDOM Things Into AMAZING KNIVES | Start to Finish by @knivesproject3349,0,,,,0
Спас-Трак4х4,https://www.youtube.com/@Спас-Трак4х4,probado_flojo,0.27,"ya probado, no despegó",187000,281503,1,0.05,153419,Mind Blowing Recovery Jobs of HEAVY-DUTY Machinery Stuck in Extreme Situations | by @Спас-Трак4х4,0,,,,0
TheDetailGeek,https://www.youtube.com/@TheDetailGeek,probado_flojo,0.27,"ya probado, no despegó",3970000,413626,1,0.05,148438,Man Deep Cleans the NASTIEST Car Ever | INSANE Transformation by @TheDetailGeek,1,6.2,349,FixNation,0
NewYorkshireWorkshop,https://www.youtube.com/@NewYorkshireWorkshop,probado_flojo,0.27,"ya probado, no despegó",349000,683808,1,0.05,144756,"Man Builds Epic $20,000 CNC Router Machine in His Workshop | by @NewYorkshireWorkshop",0,,,,0
elephantcareunchained,https://www.youtube.com/@elephantcareunchained,probado_flojo,0.27,"ya probado, no despegó",32700,72461,1,0.05,144514,Man Skilfully Trims Elephant Landmine Injury and Foot Abscess | by @elephantcareunchained,0,,,,0
maketools2019,https://www.youtube.com/@maketools2019,probado_flojo,0.27,"ya probado, no despegó",224000,2484866,1,0.05,139506,Man Makes Genius Handyman Inventions & Homemade Tools | @maketools2019,0,,,,0
cementstove,https://www.youtube.com/@cementstove,probado_flojo,0.27,"ya probado, no despegó",444000,667703,1,0.05,139289,4 Amazing DIY Ideas to Make an Outdoor Kitchen At Home | by @cementstove,0,,,,0
BradenBuildz,https://www.youtube.com/@BradenBuildz,probado_flojo,0.27,"ya probado, no despegó",328000,709417,1,0.05,138119,Man Fully Restores Abandoned Trailer Back to New | Start to Finish by  @BradenBuildz,1,1.3,22,Quantam Tech HD,0
WargehBushcraft,https://www.youtube.com/@WargehBushcraft,probado_flojo,0.27,"ya probado, no despegó",823000,1459625,1,0.05,138009,Ice Fishing With My Dog & Surviving the Wild | An Epic Bushcraft Journey ASMR by @WargehBushcraft,1,2.6,754,Explore Creators ,0
CraigNakamotoConstruction,https://www.youtube.com/@CraigNakamotoConstruction,probado_flojo,0.27,"ya probado, no despegó",2810,133098,1,0.05,137928,TIMELAPSE - Man Builds a STUNNING CABIN in the Wilderness | by @CraigNakamotoConstruction,1,0.1,2,Quantam Tech HD,0
Watcheyes,https://www.youtube.com/@Watcheyes,probado_flojo,0.27,"ya probado, no despegó",119000,505141,1,0.04,134726,Man Restores 70-Years-Old Classic Watch Back to New | ASMR Process by @Watcheyes,0,,,,0
WillWoodDiywoodworking,https://www.youtube.com/@WillWoodDiywoodworking,probado_flojo,0.27,"ya probado, no despegó",301000,291388,1,0.04,127621,Handyman Tips & Hacks That Work Extremely Well by @WillWoodDiywoodworking,0,,,,0
aromanch,https://www.youtube.com/@aromanch,probado_flojo,0.27,"ya probado, no despegó",55400,85034,1,0.04,114865,23-Year-Old Man Fully Renovates a Japanese Home of 124 YEARS | by @aromanch,0,,,,0
restorediy,https://www.youtube.com/@restorediy,probado_flojo,0.27,"ya probado, no despegó",1060000,1612409,1,0.04,105938,Man Restores Rusty Hyperrealistic Airguns | From Start to Finish by @restorediy,1,1.6,8,Aether Labs Tech,0
creacionesterry2093,https://www.youtube.com/@creacionesterry2093,probado_flojo,0.27,"ya probado, no despegó",69800,100398,1,0.03,100817,"How to Make MANSION with 2,000 POPSICLE STICKS | by @creacionesterry2093",0,,,,0
sovety,https://www.youtube.com/@sovety,probado_flojo,0.27,"ya probado, no despegó",378000,245740,1,0.03,98624,Handyman Tips and Hacks That Work Extremely Well | by @sovety,0,,,,0
RandomHands,https://www.youtube.com/@RandomHands,probado_flojo,0.27,"ya probado, no despegó",6270000,8332774,1,0.03,89717,Man Turns Rusty Metal Into Stunning MELEE WEAPONS | Start to Finish by @RandomHands,0,,,,0
ShinobuHashimoto,https://www.youtube.com/@ShinobuHashimoto,probado_flojo,0.27,"ya probado, no despegó",102000,26774,1,0.02,72886,Man Makes Traditional Japanese Pot with Clay Turning Technique | by  @ShinobuHashimoto,0,,,,0
HomesteadingUncontained,https://www.youtube.com/@HomesteadingUncontained,sin_explorar,0.2698,sin explorar — predicción del modelo,37800,26104,0,0,0,,1,0.5,3324,Smart Fox,0
jeffreywaldman,https://www.youtube.com/@jeffreywaldman,sin_explorar,0.269,sin explorar — predicción del modelo,19600,176038,0,0,0,,1,0.1,110868,AKLA GELEN,0
sawyerslawncareservice,https://www.youtube.com/@sawyerslawncareservice,sin_explorar,0.2681,sin explorar — predicción del modelo,7610,8456,0,0,0,,1,1.1,14316,TTI Build Stories ,0
bradyoung2174,https://www.youtube.com/@bradyoung2174,sin_explorar,0.2678,sin explorar — predicción del modelo,978,13929,0,0,0,,2,1.5,1224548,AKLA GELEN,0
havgs1701,https://www.youtube.com/@havgs1701,sin_explorar,0.267,sin explorar — predicción del modelo,62400,250655,0,0,0,,2,1.1,10,Nova Builds HD,0
KORcountrysidelife,https://www.youtube.com/@KORcountrysidelife,sin_explorar,0.2669,sin explorar — predicción del modelo,1660,5410,0,0,0,,5,1.8,1470118,AKLA GELEN,0
PacificPinesRanch,https://www.youtube.com/@PacificPinesRanch,sin_explorar,0.2666,sin explorar — predicción del modelo,84300,37847,0,0,0,,1,0.2,8078,NEW VICTORY,0
mayilaicreatives,https://www.youtube.com/@mayilaicreatives,sin_explorar,0.265,sin explorar — predicción del modelo,21000,119797,0,0,0,,1,0.2,478,Clean & Restore Tech,0
TanSoLoSurvival,https://www.youtube.com/@TanSoLoSurvival,sin_explorar,0.2647,sin explorar — predicción del modelo,43300,133986,0,0,0,,1,2.2,27,Project Redline,0
ConstructiiInDetaliu,https://www.youtube.com/@ConstructiiInDetaliu,sin_explorar,0.2638,sin explorar — predicción del modelo,44500,94387,0,0,0,,1,1.0,34,ULTIMATE BUILD LAD DIY,0
darryldarks,https://www.youtube.com/@darryldarks,sin_explorar,0.2636,sin explorar — predicción del modelo,8910,28359,0,0,0,,2,0.7,15769,WildCraft Builds,0
UltimateTechHub,https://www.youtube.com/@UltimateTechHub,sin_explorar,0.2625,sin explorar — predicción del modelo,90300,46105,0,0,0,,1,0.2,1041,Smart Fox,0
BreakFreeHomestead,https://www.youtube.com/@BreakFreeHomestead,sin_explorar,0.2625,sin explorar — predicción del modelo,59500,35419,0,0,0,,1,0.3,898,Quantum Builders,0
secondgrowthhomes,https://www.youtube.com/@secondgrowthhomes,sin_explorar,0.2623,sin explorar — predicción del modelo,4990,2676,0,0,0,,1,2.1,13976,Smart Fox,0
2apples,https://www.youtube.com/@2apples,sin_explorar,0.2614,sin explorar — predicción del modelo,101000,141030,0,0,0,,1,0.0,779,CryptoThor,0
wetscapes,https://www.youtube.com/@wetscapes,sin_explorar,0.2608,sin explorar — predicción del modelo,2530,5009,0,0,0,,1,1.7,11441,Smart Fox,0
RCHBuilders,https://www.youtube.com/@RCHBuilders,sin_explorar,0.2554,sin explorar — predicción del modelo,1170,1212,0,0,0,,1,17.4,115688,Smart Fox,0
Exode-Rénovation,https://www.youtube.com/@Exode-Rénovation,sin_explorar,0.2546,sin explorar — predicción del modelo,21500,49870,0,0,0,,2,0.2,202765,Makerium,0
tieulinhrepair,https://www.youtube.com/@tieulinhrepair,sin_explorar,0.2526,sin explorar — predicción del modelo,22100,47957,0,0,0,,1,1.1,64,FixNation,0
TravelingbyTacoma,https://www.youtube.com/@TravelingbyTacoma,sin_explorar,0.2523,sin explorar — predicción del modelo,13500,38249,0,0,0,,1,0.3,324781,Makerium,0
RedRustRestoration,https://www.youtube.com/@RedRustRestoration,sin_explorar,0.2521,sin explorar — predicción del modelo,26800,363435,0,0,0,,1,0.0,6,H2 EcoTech,0
Solo.BushcraftTV,https://www.youtube.com/@Solo.BushcraftTV,sin_explorar,0.2514,sin explorar — predicción del modelo,4430,24546,0,0,0,,2,0.8,3266,Professional Skills,0
HomeSweetHomeAlaska,https://www.youtube.com/@HomeSweetHomeAlaska,sin_explorar,0.2477,sin explorar — predicción del modelo,33900,48483,0,0,0,,1,0.1,11948,Maker World,0
wtcreative,https://www.youtube.com/@wtcreative,sin_explorar,0.2477,sin explorar — predicción del modelo,58400,51808,0,0,0,,1,0.8,24,KORIX TECH,0
lambinhTuoitre,https://www.youtube.com/@lambinhTuoitre,sin_explorar,0.2477,sin explorar — predicción del modelo,60000,130633,0,0,0,,1,0.5,6,Creative Workshop DIY HD,0
WisdomPreserved,https://www.youtube.com/@WisdomPreserved,sin_explorar,0.2474,sin explorar — predicción del modelo,63500,3697,0,0,0,,1,0.6,4143,Smart Fox,0
Ishkinin_Outdoors,https://www.youtube.com/@Ishkinin_Outdoors,sin_explorar,0.2463,sin explorar — predicción del modelo,1900,53597,0,0,0,,1,0.7,4320,Smart Fox,0
BuiltintheUSA,https://www.youtube.com/@BuiltintheUSA,sin_explorar,0.246,sin explorar — predicción del modelo,17500,109954,0,0,0,,1,0.5,28,FixNation,0
GordeevaHike,https://www.youtube.com/@GordeevaHike,sin_explorar,0.2455,sin explorar — predicción del modelo,121000,75163,0,0,0,,1,0.0,11,H2 EcoTech,0
monobatiz,https://www.youtube.com/@monobatiz,sin_explorar,0.243,sin explorar — predicción del modelo,5610,129037,0,0,0,,1,0.2,684,Quantum Builders,0
FarisandLisa,https://www.youtube.com/@FarisandLisa,sin_explorar,0.2417,sin explorar — predicción del modelo,47200,86566,0,0,0,,1,3.1,11,ROAMING TECH,0
cabininthenorth,https://www.youtube.com/@cabininthenorth,sin_explorar,0.2395,sin explorar — predicción del modelo,3860,54525,0,0,0,,1,0.4,37266,MrS,0
The_Rebuild_Lab,https://www.youtube.com/@The_Rebuild_Lab,sin_explorar,0.2393,sin explorar — predicción del modelo,60000,28078,0,0,0,,2,0.1,5239,Life Rhythm TV,0
randomskills5773,https://www.youtube.com/@randomskills5773,sin_explorar,0.2391,sin explorar — predicción del modelo,15200,120115,0,0,0,,1,0.1,361,Professional Skills,0
diy8288,https://www.youtube.com/@diy8288,sin_explorar,0.2389,sin explorar — predicción del modelo,7010,12139,0,0,0,,5,0.7,1331,Construcciones Salvajes,0
TieuVyBuilding,https://www.youtube.com/@TieuVyBuilding,sin_explorar,0.2359,sin explorar — predicción del modelo,13500,23565,0,0,0,,1,0.4,128,The Makers HD,0
sethcraftshop,https://www.youtube.com/@sethcraftshop,sin_explorar,0.2354,sin explorar — predicción del modelo,27300,40554,0,0,0,,1,0.9,30,KORIX TECH,0
YachtCityLife,https://www.youtube.com/@YachtCityLife,sin_explorar,0.2343,sin explorar — predicción del modelo,26400,25122,0,0,0,,1,1.3,43,KORIX TECH,0
TheMaineWoods,https://www.youtube.com/@TheMaineWoods,sin_explorar,0.2336,sin explorar — predicción del modelo,65700,43717,0,0,0,,1,1.5,11,Olivia Hunt,0
Triệu_Phong_tv,https://www.youtube.com/@Triệu_Phong_tv,sin_explorar,0.2319,sin explorar — predicción del modelo,20600,65104,0,0,0,,1,0.4,19,Survival Skills,0
Elseweyr,https://www.youtube.com/@Elseweyr,sin_explorar,0.2316,sin explorar — predicción del modelo,6510,14913,0,0,0,,2,0.4,355349,AKLA GELEN,0
ThisOldJalopy,https://www.youtube.com/@ThisOldJalopy,sin_explorar,0.2316,sin explorar — predicción del modelo,42300,50691,0,0,0,,1,0.0,16154,Makerium,0
FreeRoamFitouts,https://www.youtube.com/@FreeRoamFitouts,sin_explorar,0.2291,sin explorar — predicción del modelo,20800,13603,0,0,0,,1,0.3,2035,Smart Fox,0
FarmGirlDaily,https://www.youtube.com/@FarmGirlDaily,sin_explorar,0.2268,sin explorar — predicción del modelo,5560,38362,0,0,0,,1,3.2,68,Endresz Bist,0
Gablok-maison-kit,https://www.youtube.com/@Gablok-maison-kit,sin_explorar,0.2255,sin explorar — predicción del modelo,10300,93630,0,0,0,,1,0.1,187,WoodCraft Empire,0
bushcraftandnature,https://www.youtube.com/@bushcraftandnature,sin_explorar,0.2254,sin explorar — predicción del modelo,23400,52467,0,0,0,,1,0.1,576,Wood & Steel Craft,0
LakeLotBuild,https://www.youtube.com/@LakeLotBuild,sin_explorar,0.2253,sin explorar — predicción del modelo,8410,23260,0,0,0,,1,0.2,225870,TechFreeze,0
stephandmicah,https://www.youtube.com/@stephandmicah,sin_explorar,0.2241,sin explorar — predicción del modelo,3420,4982,0,0,0,,3,0.8,11048,TTI Build Stories ,0
koscheyproject,https://www.youtube.com/@koscheyproject,sin_explorar,0.2236,sin explorar — predicción del modelo,9700,28722,0,0,0,,1,0.2,714,Quantum Builders,0
ibuilding7,https://www.youtube.com/@ibuilding7,sin_explorar,0.2235,sin explorar — predicción del modelo,10500,180209,0,0,0,,1,0.2,3,CONSTRUCTION OF SURVIVITY ,0
woody_allan,https://www.youtube.com/@woody_allan,sin_explorar,0.2223,sin explorar — predicción del modelo,3610,40603,0,0,0,,1,0.3,3774,TTI Build Stories ,0
riverrockcabin5941,https://www.youtube.com/@riverrockcabin5941,sin_explorar,0.2218,sin explorar — predicción del modelo,1540,3295,0,0,0,,1,1.0,89744,Maker World,0
Grovehide_Builds,https://www.youtube.com/@Grovehide_Builds,sin_explorar,0.2191,sin explorar — predicción del modelo,794,10152,0,0,0,,1,0.9,4034,Crafted Horizon,0
lathimui,https://www.youtube.com/@lathimui,sin_explorar,0.2162,sin explorar — predicción del modelo,16500,20204,0,0,0,,1,0.1,1413,Quantum Build Studio,0
mmbridgeco.ltd.3002,https://www.youtube.com/@mmbridgeco.ltd.3002,sin_explorar,0.2149,sin explorar — predicción del modelo,3080,22026,0,0,0,,1,1.1,106,Making Process,0
sharingsurvival,https://www.youtube.com/@sharingsurvival,sin_explorar,0.2128,sin explorar — predicción del modelo,7170,6629,0,0,0,,1,0.4,392590,TechFreeze,0
whyknotbuildit,https://www.youtube.com/@whyknotbuildit,sin_explorar,0.2115,sin explorar — predicción del modelo,8560,19902,0,0,0,,1,0.1,132585,Makerium,0
MichaelValentino,https://www.youtube.com/@MichaelValentino,sin_explorar,0.2114,sin explorar — predicción del modelo,1690,777,0,0,0,,1,1.3,1030459,AKLA GELEN,0
ArtSport,https://www.youtube.com/@ArtSport,sin_explorar,0.2079,sin explorar — predicción del modelo,5380,74069,0,0,0,,1,13.0,13,ArtisTech,0
DanZalinsky,https://www.youtube.com/@DanZalinsky,sin_explorar,0.2059,sin explorar — predicción del modelo,4460,10668,0,0,0,,2,0.3,264625,Makerium,0
FLManGarage,https://www.youtube.com/@FLManGarage,sin_explorar,0.205,sin explorar — predicción del modelo,27400,12761,0,0,0,,1,0.1,517,KLIFS TECH,0
KeeflaDiy,https://www.youtube.com/@KeeflaDiy,sin_explorar,0.204,sin explorar — predicción del modelo,4150,6183,0,0,0,,1,0.4,320459,AKLA GELEN,0
Fitiman,https://www.youtube.com/@Fitiman,sin_explorar,0.2037,sin explorar — predicción del modelo,1230,3913,0,0,0,,1,0.8,5645,Smart Fox,0
TNCreativeProject,https://www.youtube.com/@TNCreativeProject,sin_explorar,0.2018,sin explorar — predicción del modelo,10900,14729,0,0,0,,2,0.1,571,Professional Skills,0
diekleinewerkstatt727,https://www.youtube.com/@diekleinewerkstatt727,sin_explorar,0.1991,sin explorar — predicción del modelo,11000,14358,0,0,0,,1,0.1,17093,BRAIN TIME VT,0
AlmightyGod2512,https://www.youtube.com/@AlmightyGod2512,sin_explorar,0.1968,sin explorar — predicción del modelo,8560,4271,0,0,0,,1,0.4,629,Farm Tastic,0
tatsujinstyle,https://www.youtube.com/@tatsujinstyle,sin_explorar,0.1965,sin explorar — predicción del modelo,1090,13379,0,0,0,,1,1.6,160,Making Process,0
andriibushcraft34,https://www.youtube.com/@andriibushcraft34,sin_explorar,0.1958,sin explorar — predicción del modelo,800,3147,0,0,0,,1,4.1,1389,Buildra,0
Çelik_Ev_İskender_Usta,https://www.youtube.com/@Çelik_Ev_İskender_Usta,sin_explorar,0.1946,sin explorar — predicción del modelo,20000,5844,0,0,0,,1,0.9,29,KORIX TECH,0
RinaandMichael,https://www.youtube.com/@RinaandMichael,sin_explorar,0.1945,sin explorar — predicción del modelo,17600,5730,0,0,0,,2,0.1,71929,AKLA GELEN,0
ourtraveljournalnl,https://www.youtube.com/@ourtraveljournalnl,sin_explorar,0.1921,sin explorar — predicción del modelo,2220,5789,0,0,0,,1,0.4,355436,Makerium,0
Noru,https://www.youtube.com/@Noru,sin_explorar,0.1919,sin explorar — predicción del modelo,6,26197,0,0,0,,1,33.9,3318,Renovation Rescue HD,0
boxworks1001,https://www.youtube.com/@boxworks1001,sin_explorar,0.1907,sin explorar — predicción del modelo,4570,5377,0,0,0,,1,0.3,375,FuturisticTech,0
WildGnomosTV,https://www.youtube.com/@WildGnomosTV,sin_explorar,0.1906,sin explorar — predicción del modelo,4890,1958,0,0,0,,1,0.5,104747,World Build,0
WOODRESINStudio1,https://www.youtube.com/@WOODRESINStudio1,sin_explorar,0.1896,sin explorar — predicción del modelo,5960,3975,0,0,0,,1,0.8,77,Making Process,0
QTechGlobal,https://www.youtube.com/@QTechGlobal,sin_explorar,0.1879,sin explorar — predicción del modelo,4120,14860,0,0,0,,1,0.1,9310,Innovative Tech World,0
Primitivesurvivalcraft,https://www.youtube.com/@Primitivesurvivalcraft,sin_explorar,0.1839,sin explorar — predicción del modelo,17600,14196,0,0,0,,1,0.0,0,Nova Builds HD,0
BUSHCRAFT72H,https://www.youtube.com/@BUSHCRAFT72H,sin_explorar,0.1837,sin explorar — predicción del modelo,4210,16362,0,0,0,,1,0.6,18,KORIX TECH,0
mattandmouse,https://www.youtube.com/@mattandmouse,sin_explorar,0.182,sin explorar — predicción del modelo,2570,1870,0,0,0,,2,0.5,110460,Makers TV,0
NLOG_Leather,https://www.youtube.com/@NLOG_Leather,sin_explorar,0.181,sin explorar — predicción del modelo,2140,4423,0,0,0,,1,0.9,96,Making Process,0
apaodailylife,https://www.youtube.com/@apaodailylife,sin_explorar,0.1794,sin explorar — predicción del modelo,7760,12903,0,0,0,,1,0.9,9,Nova Builds HD,0
Tinspaces,https://www.youtube.com/@Tinspaces,sin_explorar,0.1735,sin explorar — predicción del modelo,4180,6127,0,0,0,,1,0.8,27,KORIX TECH,0
HOMEMADE,https://www.youtube.com/@HOMEMADE,sin_explorar,0.1726,sin explorar — predicción del modelo,139,16986,0,0,0,,1,1.4,140,Renovation Rescue HD,0
AxesGarage,https://www.youtube.com/@AxesGarage,sin_explorar,0.1717,sin explorar — predicción del modelo,3610,580,0,0,0,,1,0.6,1428,Techno Fusion HD,0
bywoodman,https://www.youtube.com/@bywoodman,sin_explorar,0.1703,sin explorar — predicción del modelo,2230,5991,0,0,0,,1,2.2,35,CONSTRUCTION OF SURVIVITY ,0
realmikethakur,https://www.youtube.com/@realmikethakur,sin_explorar,0.1669,sin explorar — predicción del modelo,350,536,0,0,0,,1,1.4,2639,Construcciones Salvajes,0
Perfectgroup2013,https://www.youtube.com/@Perfectgroup2013,sin_explorar,0.1634,sin explorar — predicción del modelo,49,633,0,0,0,,1,1.4,16259,Wood & Steel Craft,0
volodhendrix,https://www.youtube.com/@volodhendrix,sin_explorar,0.1617,sin explorar — predicción del modelo,378,1695,0,0,0,,1,0.6,4147,Smart Fox,0
UnderwoodHomes,https://www.youtube.com/@UnderwoodHomes,sin_explorar,0.1578,sin explorar — predicción del modelo,5350,3763,0,0,0,,1,0.3,11,KORIX TECH,0
Hadioutdooradventures,https://www.youtube.com/@Hadioutdooradventures,sin_explorar,0.1456,sin explorar — predicción del modelo,1770,5663,0,0,0,,1,4.0,4,ArtisTech,0
AHeartLikeDavids,https://www.youtube.com/@AHeartLikeDavids,sin_explorar,0.1448,sin explorar — predicción del modelo,1590,7150,0,0,0,,1,0.0,0,Olivia Hunt,0
adventuresakahayang,https://www.youtube.com/@adventuresakahayang,sin_explorar,0.136,sin explorar — predicción del modelo,1800,583,0,0,0,,1,0.2,1034,Smart Fox,0
Christine,https://www.youtube.com/@Christine,sin_explorar,0.1353,sin explorar — predicción del modelo,108,84,0,0,0,,1,3.1,3830,TECH REVIEWS,0
MrHoaBushcraft,https://www.youtube.com/@MrHoaBushcraft,sin_explorar,0.1303,sin explorar — predicción del modelo,138,6551,0,0,0,,1,0.0,4772,Machine stage,0
bodhibus,https://www.youtube.com/@bodhibus,sin_explorar,0.1206,sin explorar — predicción del modelo,1120,528,0,0,0,,1,0.0,20714,AKLA GELEN,0
The,https://www.youtube.com/@The,sin_explorar,0.1157,sin explorar — predicción del modelo,1890,0,0,0,0,,2,0.7,922,Rebuilding HD,0
Camtrairuwnggia,https://www.youtube.com/@Camtrairuwnggia,sin_explorar,0.1123,sin explorar — predicción del modelo,341,1026,0,0,0,,1,0.0,17,Maexology,0
MOUNTAINLIFESTYLE,https://www.youtube.com/@MOUNTAINLIFESTYLE,sin_explorar,0.1118,sin explorar — predicción del modelo,967,682,0,0,0,,1,0.0,0,Project Redline,0
Ruslan,https://www.youtube.com/@Ruslan,sin_explorar,0.1049,sin explorar — predicción del modelo,46,582,0,0,0,,1,0.4,40,Renovation Rescue HD,0
WELDPRO,https://www.youtube.com/@WELDPRO,sin_explorar,0.1045,sin explorar — predicción del modelo,35,1,0,0,0,,1,48.2,4723,Renovation Rescue HD,0
KENAN,https://www.youtube.com/@KENAN,sin_explorar,0.102,sin explorar — predicción del modelo,113,1125,0,0,0,,1,0.0,49,Cabin In the Woods,0
NHẾT,https://www.youtube.com/@NHẾT,sin_explorar,0.0889,sin explorar — predicción del modelo,1,0,0,0,0,,1,4.2,3248,DIY UNIQUE CREATIONS,0
ThanhBoat,https://www.youtube.com/@ThanhBoat,sin_explorar,0.0826,sin explorar — predicción del modelo,0,0,0,0,0,,1,2.1,1655,DIY UNIQUE CREATIONS,0
Girl,https://www.youtube.com/@Girl,sin_explorar,0.079,sin explorar — predicción del modelo,162,0,0,0,0,,1,0.5,51,Renovation Rescue HD,0
European,https://www.youtube.com/@European,sin_explorar,0.076,sin explorar — predicción del modelo,16,0,0,0,0,,1,2.3,224,Renovation Rescue HD,0
Mustaqim,https://www.youtube.com/@Mustaqim,sin_explorar,0.0739,sin explorar — predicción del modelo,2,0,0,0,0,,1,3.7,365,Renovation Rescue HD,0
Lesnon,https://www.youtube.com/@Lesnon,sin_explorar,0.0739,sin explorar — predicción del modelo,2,16,0,0,0,,1,0.9,90,Renovation Rescue HD,0
QuantamTech,https://www.youtube.com/@QuantamTech,sin_explorar,0.0725,sin explorar — predicción del modelo,24,34,0,0,0,,1,1.2,20,Quantam Tech HD,0
woodjunkie,https://www.youtube.com/@woodjunkie,sin_explorar,0.0719,sin explorar — predicción del modelo,6,0,0,0,0,,2,1.6,174,Home Renov,0
AmbitionStrikes1.On.T.elegram,https://www.youtube.com/@AmbitionStrikes1.On.T.elegram,sin_explorar,0.0567,sin explorar — predicción del modelo,0,0,0,0,0,,1,1.4,21,The Builder's Stage,0
